#TYPE System.Management.Automation.PSCustomObject
"DisplayName","InstallLocation","InstallSource","LocalPackage","PsPath","InstallPropertiesPsPath","Patches","PatchPSPath"
"SDK Debuggers","","C:\ProgramData\Package Cache\{173E0641-71EA-4B96-CCB3-D05CA78CF027}v10.1.26100.1\Installers\","C:\Windows\Installer\b84d97.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\1460E371AE1769B4CC3B0DC57AC80F72","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\1460E371AE1769B4CC3B0DC57AC80F72\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\1460E371AE1769B4CC3B0DC57AC80F72\Patches"
"WinRT Intellisense PPI - Other Languages","","C:\ProgramData\Package Cache\{F76C9941-F599-702E-4B5E-8975157C6195}v10.1.26100.1\Installers\","C:\Windows\Installer\b84ea0.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\1499C67F995FE207B4E5985751C71659","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\1499C67F995FE207B4E5985751C71659\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\1499C67F995FE207B4E5985751C71659\Patches"
"WPTx64 (OnecoreUAP)","","C:\ProgramData\Package Cache\{0B985A51-3D26-2541-37E7-5D2AE32E35BF}v10.1.26100.1\Installers\","C:\Windows\Installer\b84d88.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\15A589B062D31452737ED5A23EE253FB","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\15A589B062D31452737ED5A23EE253FB\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\15A589B062D31452737ED5A23EE253FB\Patches"
"WinRT Intellisense UAP - en-us","","C:\ProgramData\Package Cache\{177669B1-5083-9016-4CEC-3E602C45A265}v10.1.26100.1\Installers\","C:\Windows\Installer\b84e69.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\1B96677138056109C4CEE306C2542A56","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\1B96677138056109C4CEE306C2542A56\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\1B96677138056109C4CEE306C2542A56\Patches"
"Windows Team Extension SDK Contracts","","C:\ProgramData\Package Cache\{B1913B12-2EAF-43C8-8C7E-9AC1EEF2CE37}v10.1.26100.1\Installers\","C:\Windows\Installer\b84e50.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\21B3191BFAE28C34C8E7A91CEE2FEC73","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\21B3191BFAE28C34C8E7A91CEE2FEC73\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\21B3191BFAE28C34C8E7A91CEE2FEC73\Patches"
"Universal General MIDI DLS Extension SDK","","C:\ProgramData\Package Cache\{48064762-0F47-651E-DD16-7BCDCFE7970C}v10.1.26100.1\Installers\","C:\Windows\Installer\b84e64.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2674608474F0E156DD61B7DCFC7E79C0","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2674608474F0E156DD61B7DCFC7E79C0\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2674608474F0E156DD61B7DCFC7E79C0\Patches"
"Microsoft SQL Server 2012 Native Client ","","C:\Program Files (x86)\Exact Software\SNAC2012\","C:\Windows\Installer\126716b.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2A566D94A2C4E674A98BCF4C525F62CF","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2A566D94A2C4E674A98BCF4C525F62CF\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2A566D94A2C4E674A98BCF4C525F62CF\Patches"
"Windows SDK Signing Tools","","C:\ProgramData\Package Cache\{C4B4BDA2-CDAE-33B9-2064-BFA9863C8E62}v10.1.26100.1\Installers\","C:\Windows\Installer\b84dd8.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2ADB4B4CEADC9B330246FB9A68C3E826","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2ADB4B4CEADC9B330246FB9A68C3E826\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2ADB4B4CEADC9B330246FB9A68C3E826\Patches"
"Windows SDK Modern Non-Versioned Developer Tools","","C:\ProgramData\Package Cache\{608095B2-66F2-A1E5-ABA1-4401E0CFC216}v10.1.26100.1\Installers\","C:\Windows\Installer\b84ddd.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2B5908062F665E1ABA1A44100EFC2C61","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2B5908062F665E1ABA1A44100EFC2C61\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2B5908062F665E1ABA1A44100EFC2C61\Patches"
"Universal CRT Headers Libraries and Sources","","C:\ProgramData\Package Cache\{05B16DB2-3955-7CED-E5FF-3459479CFAD3}v10.1.26100.1\Installers\","C:\Windows\Installer\b84e55.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2BD61B505593DEC75EFF439574C9AF3D","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2BD61B505593DEC75EFF439574C9AF3D\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2BD61B505593DEC75EFF439574C9AF3D\Patches"
"Microsoft Visual C++ 2015 x64 Additional Runtime - 14.0.23026","","C:\ProgramData\Package Cache\{BC958BD2-5DAC-3862-BB1A-C1BE0790438D}v14.0.23026\packages\vcRuntimeAdditional_amd64\","C:\Windows\Installer\1336a45.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2DB859CBCAD52683BBA11CEB700934D8","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2DB859CBCAD52683BBA11CEB700934D8\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2DB859CBCAD52683BBA11CEB700934D8\Patches"
"Windows SDK Desktop Headers x86","","C:\ProgramData\Package Cache\{715A8AE2-4476-D2A6-F3B3-81DEAC8D4A41}v10.1.26100.1\Installers\","C:\Windows\Installer\b84eaf.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2EA8A51767446A2D3F3B18EDCAD8A414","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2EA8A51767446A2D3F3B18EDCAD8A414\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2EA8A51767446A2D3F3B18EDCAD8A414\Patches"
"Universal CRT Tools x64","","C:\ProgramData\Package Cache\{3E0F9CF2-6AFE-291C-35E8-E8FAD00E5DC7}v10.1.26100.1\Installers\","C:\Windows\Installer\b84df1.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2FC9F0E3EFA6C192538E8EAF0DE0D57C","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2FC9F0E3EFA6C192538E8EAF0DE0D57C\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\2FC9F0E3EFA6C192538E8EAF0DE0D57C\Patches"
"Windows SDK for Windows Store Apps DirectX x86 Remote","","C:\ProgramData\Package Cache\{2AD4D013-85C3-4A96-93FB-1CECE920CF3C}v10.1.26100.1\Installers\","C:\Windows\Installer\b84e82.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\310D4DA23C5869A439BFC1CE9E02FCC3","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\310D4DA23C5869A439BFC1CE9E02FCC3\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\310D4DA23C5869A439BFC1CE9E02FCC3\Patches"
"WCF Data Services 5.0 (for OData v3) ITA Language Pack","","C:\ProgramData\Package Cache\{1B74A553-C8F3-4A85-82C4-14435C0374A7}v5.0.51212.0\","C:\Windows\Installer\1267194.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\355A47B13F8C58A4284C4134C530477A","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\355A47B13F8C58A4284C4134C530477A\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\355A47B13F8C58A4284C4134C530477A\Patches"
"VMware Tools","C:\Program Files\VMware\VMware Tools\","C:\Windows\TEMP\{5DB26083-3561-4205-9D14-BFE56F2F091E}~setup\","C:\Windows\Installer\92d7.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\38062BD516535024D941FB5EF6F290E1","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\38062BD516535024D941FB5EF6F290E1\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\38062BD516535024D941FB5EF6F290E1\Patches"
"WCF Data Services 5.0 (for OData v3) RUS Language Pack","","C:\ProgramData\Package Cache\{4F328593-AFF5-4D92-95A8-193BEBF33A49}v5.0.51212.0\","C:\Windows\Installer\126719e.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\395823F45FFA29D4598A91B3BE3FA394","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\395823F45FFA29D4598A91B3BE3FA394\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\395823F45FFA29D4598A91B3BE3FA394\Patches"
"Windows SDK EULA","","C:\ProgramData\Package Cache\{7655D6A3-DE67-9243-1118-35C9C410AB2C}v10.1.26100.1\Installers\","C:\Windows\Installer\b84dc9.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\3A6D556776ED34291181539C4C01BAC2","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\3A6D556776ED34291181539C4C01BAC2\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\3A6D556776ED34291181539C4C01BAC2\Patches"
"CrowdStrike Device Control","","C:\ProgramData\Package Cache\{9388EE04-0FDB-4861-8F60-4EC0752D3039}v7.10.18083.0\","C:\Windows\Installer\ee3670.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\40EE8839BDF01684F806E40C57D20393","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\40EE8839BDF01684F806E40C57D20393\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\40EE8839BDF01684F806E40C57D20393\Patches"
"Windows SDK DirectX x86 Remote","","C:\ProgramData\Package Cache\{6A698024-3FE5-9F6B-AFF8-42E393DAF645}v10.1.26100.1\Installers\","C:\Windows\Installer\b84e73.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\420896A65EF3B6F9FA8F243E39AD6F54","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\420896A65EF3B6F9FA8F243E39AD6F54\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\420896A65EF3B6F9FA8F243E39AD6F54\Patches"
"ADSelfService Plus Client Software","","C:\Windows\SysWOW64\","C:\Windows\Installer\2d2669f.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\422B154E6E4CE254BB16E2DFD47CA9C9","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\422B154E6E4CE254BB16E2DFD47CA9C9\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\422B154E6E4CE254BB16E2DFD47CA9C9\Patches"
"Windows SDK Desktop Tools arm64","","C:\ProgramData\Package Cache\{3863D224-8457-0E59-F05B-750544FF97A6}v10.1.26100.1\Installers\","C:\Windows\Installer\b84ed2.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\422D3683754895E00FB5575044FF796A","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\422D3683754895E00FB5575044FF796A\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\422D3683754895E00FB5575044FF796A\Patches"
"Windows SDK OnecoreUap Headers x86","","C:\ProgramData\Package Cache\{7ED44724-FA7D-E731-C15C-C39D7E3340EA}v10.1.26100.1\Installers\","C:\Windows\Installer\b84eaa.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\42744DE7D7AF137E1CC53CD9E73304AE","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\42744DE7D7AF137E1CC53CD9E73304AE\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\42744DE7D7AF137E1CC53CD9E73304AE\Patches"
"Windows SDK AddOn","","C:\ProgramData\Package Cache\{10D3E834-5267-4881-80CC-118C614280CD}v10.1.0.0\Redistributable\10.1.0.0\","C:\Windows\Installer\b84e6e.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\438E3D017625188408CC11C8162408DC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\438E3D017625188408CC11C8162408DC\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\438E3D017625188408CC11C8162408DC\Patches"
"Windows App Certification Kit Native Components","","C:\ProgramData\Package Cache\{6A41DB34-B5F5-1A9B-A221-567618AE4A56}v10.1.26100.1\Installers\","C:\Windows\Installer\b84dbf.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\43BD14A65F5BB9A12A12656781EAA465","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\43BD14A65F5BB9A12A12656781EAA465\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\43BD14A65F5BB9A12A12656781EAA465\Patches"
"Windows SDK Desktop Tools x64","","C:\ProgramData\Package Cache\{FF322544-E6FE-B7A8-0AD9-A40AA32AA366}v10.1.26100.1\Installers\","C:\Windows\Installer\b84ebe.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\445223FFEF6E8A7BA09D4AA03AA23A66","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\445223FFEF6E8A7BA09D4AA03AA23A66\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\445223FFEF6E8A7BA09D4AA03AA23A66\Patches"
"Windows IP Over USB","","C:\ProgramData\Package Cache\{EC1E8DE4-BA66-499C-7BAA-F0EBE7D4879F}v10.1.26100.1\Installers\","C:\Windows\Installer\b84dce.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\4ED8E1CE66ABC994B7AA0FBE7E4D78F9","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\4ED8E1CE66ABC994B7AA0FBE7E4D78F9\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\4ED8E1CE66ABC994B7AA0FBE7E4D78F9\Patches"
"WinRT Intellisense Desktop - Other Languages","","C:\ProgramData\Package Cache\{DF959DE4-6B68-A953-47A0-0EC3359F41EE}v10.1.26100.1\Installers\","C:\Windows\Installer\b84ea5.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\4ED959FD86B6359A740AE03C53F914EE","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\4ED959FD86B6359A740AE03C53F914EE\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\4ED959FD86B6359A740AE03C53F914EE\Patches"
"Microsoft Visual C++ 2015 x64 Minimum Runtime - 14.0.23026","","C:\ProgramData\Package Cache\{0D3E9E15-DE7A-300B-96F1-B4AF12B96488}v14.0.23026\packages\vcRuntimeMinimum_amd64\","C:\Windows\Installer\1336a40.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\51E9E3D0A7EDB003691F4BFA219B4688","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\51E9E3D0A7EDB003691F4BFA219B4688\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\51E9E3D0A7EDB003691F4BFA219B4688\Patches"
"Microsoft Visual C++ 2015 x86 Minimum Runtime - 14.0.23026","","C:\ProgramData\Package Cache\{A2563E55-3BEC-3828-8D67-E5E8B9E8B675}v14.0.23026\packages\vcRuntimeMinimum_x86\","C:\Windows\Installer\1336a36.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\55E3652ACEB38283D8765E8E9B8E6B57","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\55E3652ACEB38283D8765E8E9B8E6B57\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\55E3652ACEB38283D8765E8E9B8E6B57\Patches"
"WinRT Intellisense Desktop - en-us","","C:\ProgramData\Package Cache\{C567C7A5-3074-0EE4-6C2A-EFCFC8CFF2C1}v10.1.26100.1\Installers\","C:\Windows\Installer\b84dfb.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\5A7C765C47034EE0C6A2FEFC8CFC2F1C","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\5A7C765C47034EE0C6A2FEFC8CFC2F1C\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\5A7C765C47034EE0C6A2FEFC8CFC2F1C\Patches"
"Universal CRT Extension SDK","","C:\ProgramData\Package Cache\{206FA706-E711-7CE1-82B3-5DE56FACF166}v10.1.26100.1\Installers\","C:\Windows\Installer\b84e05.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\607AF602117E1EC7283BD55EF6CA1F66","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\607AF602117E1EC7283BD55EF6CA1F66\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\607AF602117E1EC7283BD55EF6CA1F66\Patches"
